1.02735426008969,0.0337179487179487,0.342299349240781,0.0575912408759124,0.111519434628975,0.555886363636364
0.268005459153831,0.133405797101449,0.152546449118174,0.0150238019676293,0.0290920264249501,0.145013833992095
0,0.120211817168339,0.134687352636046,0,0,0.180097826086957
0,0.0820958751393534,0.147337545977554,0.0625991748651222,0.0242433553541251,0.294705533596838
0,0.131939799331104,0.00818541922097523,0.275436369406538,0.10667076355815,0.0163725296442689
0.0245579223810913,0.158327759197324,0.166684900499858,0.0876388448111712,0.111519434628975,0
0.0353364275517161,0.10994983277592,0.135431481656135,0,0.160006145337225,0.109150197628459
0.0353811659192825,0.0278539576365663,0.0595303216070923,0,0.18424950069135,0.269756916996047
0.0353811659192825,0.0029319955406912,0.312534188437235,0,0.0193946842833001,0.349280632411067
0.0699931760577111,0.285869565217391,0.119060643214185,0.187797524595367,0,0.124743083003952
0.102297718853578,0.266811594202899,0,0.33302761028245,0,0
0.107681809319555,0.0307859531772575,0,0.358067280228499,0.02909202642495,0
0.0161522713979333,0.205239687848384,0,0.1026626467788,0.193946842833001,0
0,0.0923578595317728,0.0208356125624823,0.022535702951444,0.189098171762176,0
0,0,0.189008771102518,0,0.167279151943463,0
0,0,0.470289540696029,0,0.152733138730988,0.0467786561264824
0,0,0.394388380646987,0,0.0290920264249502,0.444397233201581
0,0,0.163708384419504,0.55337670580768,0,0.233893280632411
0.0107681809319556,0,0,0.681079022532529,0,0
0.0338428543575746,0,0,0,0,0
0.00769155780853968,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
